w6sgq4,cntry,w6age,gndr,eisced,mnactic,hinctnta,netusoft,hincfel,w6sgq11,w6sgq12,w6sgq5,w6wq2,w6wq8,w6sgq22
gasoline_car,GB,70,female,1,retired,decile_5,5,1,3,6,3,3,5,3
walking,GB,68,male,4,retired,decile_3,5,2,2,5,7,6,3,3
gasoline_car,GB,64,male,7,retired,decile_6,5,1,1,2,4,4,6,4
public_transport,GB,38,male,7,paid_work,decile_10,5,1,3,6,6,4,4,4
walking,GB,29,male,7,education,decile_5,5,2,4,5,2,1,2,3
bicycle,GB,59,male,6,paid_work,decile_1,5,2,3,10,5,6,3,4
gasoline_car,GB,31,female,5,paid_work,decile_7,5,1,5,7,4,2,3,4
walking,GB,69,female,5,paid_work,decile_8,5,1,4,9,8,5,4,3
electric_car,GB,43,female,7,housework,decile_9,5,3,3,7,3,5,2,5
gasoline_car,GB,49,male,4,paid_work,decile_4,5,1,3,5,7,4,5,4
gasoline_car,GB,58,female,7,paid_work,decile_5,5,2,3,6,5,3,4,2
walking,GB,45,female,6,paid_work,decile_9,5,1,3,9,3,6,5,2
electric_car,GB,68,female,2,retired,decile_3,5,3,3,5,7,4,4,3
gasoline_car,GB,32,male,5,paid_work,decile_10,5,1,3,5,5,4,4,4
electric_car,GB,36,male,6,paid_work,decile_10,5,1,3,1,3,2,6,2
gasoline_car,GB,79,male,2,retired,decile_4,4,2,2,2,0,2,4,4
gasoline_car,GB,66,female,3,paid_work,decile_5,5,1,3,7,5,6,6,3
gasoline_car,GB,38,female,7,other,decile_10,5,1,4,6,5,4,4,3
gasoline_car,GB,28,female,6,paid_work,decile_10,5,1,3,4,2,4,3,3
gasoline_car,GB,51,male,5,paid_work,decile_7,5,2,1,0,0,6,2,5
gasoline_car,GB,65,female,7,paid_work,decile_5,5,2,4,8,3,2,4,4
walking,GB,45,female,6,sick_disabled,decile_2,5,2,5,0,2,0,0,5
gasoline_car,GB,40,female,4,paid_work,decile_2,5,2,3,5,3,3,3,3
gasoline_car,GB,40,male,7,paid_work,decile_10,5,1,3,6,3,4,3,4
gasoline_car,GB,64,male,6,retired,decile_8,4,2,3,6,8,3,4,3
gasoline_car,GB,62,male,1,sick_disabled,decile_6,5,2,3,8,8,4,5,3
walking,GB,55,female,6,other,decile_10,5,1,4,8,6,3,5,2
gasoline_car,GB,86,female,3,retired,decile_5,5,2,3,6,5,4,3,3
gasoline_car,GB,45,female,7,paid_work,decile_10,5,1,3,7,5,4,5,3
electric_car,GB,50,female,7,unemployed_looking,decile_3,5,3,4,8,5,6,4,5
gasoline_car,GB,82,male,5,retired,decile_2,5,3,2,5,7,2,2,3
electric_car,GB,72,male,7,retired,decile_5,5,1,4,8,4,5,6,1
gasoline_car,GB,28,female,6,paid_work,decile_4,5,2,4,7,4,4,2,2
gasoline_car,GB,36,male,4,paid_work,decile_6,5,2,3,6,0,3,2,4
gasoline_car,GB,67,female,5,paid_work,decile_4,4,2,4,10,4,4,4,3
walking,GB,64,male,3,retired,decile_6,4,1,2,9,6,5,5,4
walking,GB,57,female,5,paid_work,decile_4,4,2,3,5,3,3,2,4
walking,GB,63,female,5,other,decile_10,5,2,3,10,7,5,5,3
public_transport,GB,36,male,4,paid_work,decile_2,5,2,4,3,4,5,4,1
gasoline_car,GB,57,male,6,paid_work,decile_4,5,2,2,2,2,3,5,5
gasoline_car,GB,34,male,6,paid_work,decile_6,5,2,4,7,4,3,2,3
gasoline_car,GB,48,female,6,paid_work,decile_7,5,2,5,10,6,2,4,3
gasoline_car,GB,62,male,5,unemployed_not_looking,decile_2,5,1,3,5,10,3,4,4
gasoline_car,GB,75,male,7,retired,decile_7,4,1,2,1,3,4,5,4
gasoline_car,GB,53,female,6,paid_work,decile_8,5,2,3,4,5,2,3,3
walking,GB,37,female,4,paid_work,decile_7,5,1,4,9,5,4,5,3
gasoline_car,GB,65,female,2,paid_work,decile_3,5,2,3,4,7,5,4,3
public_transport,GB,67,female,1,paid_work,decile_2,3,2,2,5,6,4,3,3
gasoline_car,GB,62,male,1,paid_work,decile_3,5,1,4,7,5,3,5,4
walking,GB,69,male,1,retired,decile_3,5,1,4,10,10,6,6,3
gasoline_car,GB,73,female,3,retired,decile_5,5,1,2,7,3,3,2,5
electric_car,GB,78,male,6,retired,decile_3,5,1,3,3,3,4,5,3
walking,GB,47,female,7,paid_work,decile_10,5,1,5,7,2,5,4,1
gasoline_car,GB,47,male,6,paid_work,decile_8,5,1,2,5,3,2,3,3
gasoline_car,GB,51,male,6,paid_work,decile_10,5,1,1,0,5,5,6,1
walking,GB,55,female,7,housework,decile_3,5,1,5,10,5,2,2,3
gasoline_car,GB,65,male,5,paid_work,decile_10,5,2,4,7,5,3,4,3
walking,GB,44,female,6,housework,decile_3,5,1,3,7,5,4,4,3
walking,GB,49,male,6,paid_work,decile_5,5,2,1,0,7,2,4,5
walking,GB,46,male,6,sick_disabled,decile_1,5,2,5,7,5,2,0,3
walking,GB,51,female,7,paid_work,decile_7,5,2,5,7,0,3,4,2
bicycle,GB,47,female,6,paid_work,decile_9,5,2,4,9,6,1,3,2
gasoline_car,GB,43,female,7,paid_work,decile_10,5,1,4,6,5,5,4,3
gasoline_car,GB,65,male,7,paid_work,decile_6,5,1,4,7,3,5,6,4
gasoline_car,GB,33,female,6,paid_work,decile_8,5,2,3,6,5,3,2,2
electric_car,GB,52,female,5,paid_work,decile_5,5,2,1,2,5,4,0,5
walking,GB,61,male,2,paid_work,decile_6,5,1,1,0,0,1,1,5
gasoline_car,GB,68,male,5,retired,decile_2,5,2,3,3,2,5,4,3
gasoline_car,GB,44,female,3,paid_work,decile_3,5,2,3,10,5,4,5,3
electric_car,GB,74,male,4,retired,decile_2,5,2,2,5,7,6,6,3
gasoline_car,GB,78,female,5,retired,decile_8,4,1,3,6,8,6,6,3
walking,GB,47,male,6,paid_work,decile_10,5,3,4,8,10,4,5,2
gasoline_car,GB,71,female,4,retired,decile_4,5,2,2,5,6,1,5,3
public_transport,GB,40,female,2,housework,decile_5,5,4,4,5,5,3,3,3
gasoline_car,GB,43,female,6,paid_work,decile_6,5,1,3,7,4,5,4,3
electric_car,GB,77,female,5,retired,decile_6,5,1,5,10,2,5,5,2
gasoline_car,GB,43,female,2,paid_work,decile_5,5,1,2,5,0,0,1,3
gasoline_car,GB,75,female,2,retired,decile_1,5,3,3,8,10,5,5,3
gasoline_car,GB,51,female,6,paid_work,decile_9,4,1,4,7,7,3,1,4
gasoline_car,GB,58,male,4,paid_work,decile_9,5,2,3,7,4,3,2,3
walking,GB,70,male,6,retired,decile_10,5,1,4,5,8,5,3,3
walking,GB,43,female,5,paid_work,decile_10,5,1,3,6,2,4,4,4
bicycle,GB,31,male,6,paid_work,decile_7,5,1,4,7,4,4,6,2
walking,GB,37,female,7,housework,decile_3,5,3,4,8,10,5,5,5
electric_car,GB,49,male,6,paid_work,decile_10,5,1,2,3,8,6,5,3
electric_car,GB,34,male,7,paid_work,decile_5,5,1,4,10,8,4,6,3
gasoline_car,GB,66,female,7,paid_work,decile_10,5,1,5,10,3,3,5,2
gasoline_car,GB,78,female,5,retired,decile_2,4,1,4,7,9,5,6,2
walking,GB,63,male,4,paid_work,decile_7,5,1,3,8,7,4,6,5
walking,GB,90,male,5,retired,decile_5,5,1,4,10,8,2,5,3
walking,GB,55,male,7,paid_work,decile_3,5,1,1,0,3,2,4,4
walking,GB,46,male,3,sick_disabled,decile_2,5,2,4,6,1,0,4,1
electric_car,GB,46,male,4,paid_work,decile_10,5,1,3,7,6,2,2,5
electric_car,GB,68,male,2,other,decile_7,5,1,3,7,5,4,6,3
gasoline_car,GB,54,male,1,paid_work,decile_7,5,2,5,10,0,0,0,5
gasoline_car,GB,33,female,7,education,decile_3,5,2,3,7,1,4,5,2
electric_car,GB,48,female,7,paid_work,decile_10,5,2,3,6,4,2,5,4
walking,GB,64,female,4,paid_work,decile_3,5,1,1,6,10,1,5,5
gasoline_car,GB,72,male,3,retired,decile_1,5,2,3,5,5,2,4,5
walking,GB,69,female,7,retired,decile_7,5,2,4,9,6,4,4,3
public_transport,GB,52,female,7,paid_work,decile_4,5,2,4,9,1,6,4,2
walking,GB,82,female,1,retired,decile_4,4,2,3,10,5,5,4,3
gasoline_car,GB,44,male,6,paid_work,decile_9,5,2,3,6,3,2,2,3
gasoline_car,GB,68,male,4,retired,decile_1,5,1,3,7,8,3,5,3
walking,GB,65,female,4,other,decile_2,5,2,3,5,0,4,3,4
public_transport,GB,75,male,3,retired,decile_6,5,1,3,5,7,4,2,3
gasoline_car,GB,45,female,7,paid_work,decile_4,5,2,3,5,3,3,5,4
gasoline_car,GB,38,female,4,paid_work,decile_5,5,2,3,1,5,3,1,5
gasoline_car,GB,86,female,1,retired,decile_2,5,1,4,8,10,5,5,3
gasoline_car,GB,40,male,6,paid_work,decile_5,5,1,4,8,5,5,3,3
walking,GB,78,male,6,retired,decile_5,5,2,3,10,0,6,4,4
gasoline_car,GB,82,male,6,retired,decile_7,5,1,2,5,10,2,4,3
gasoline_car,GB,51,male,3,paid_work,decile_6,5,1,3,5,5,2,3,4
walking,HU,55,female,5,paid_work,decile_7,5,2,5,5,10,2,5,3
gasoline_car,HU,69,male,4,retired,decile_3,4,3,4,5,1,3,6,4
bicycle,HU,37,female,2,paid_work,decile_2,5,3,3,5,5,5,5,3
public_transport,HU,50,female,5,paid_work,decile_4,5,3,3,4,2,1,1,3
public_transport,HU,63,male,3,paid_work,decile_7,5,2,3,3,2,0,3,3
public_transport,HU,57,female,4,paid_work,decile_5,4,2,4,9,5,2,5,3
gasoline_car,HU,51,female,7,paid_work,decile_10,5,2,5,10,4,3,4,4
gasoline_car,HU,44,male,5,paid_work,decile_4,5,3,1,0,4,5,6,4
gasoline_car,HU,48,female,5,paid_work,decile_8,4,1,4,10,3,5,3,4
walking,HU,29,male,3,unemployed_looking,decile_1,5,3,3,10,10,5,6,1
gasoline_car,HU,49,female,4,paid_work,decile_3,5,2,3,6,3,2,4,3
bicycle,HU,68,female,6,retired,decile_6,5,2,4,6,6,2,5,3
walking,HU,80,female,4,retired,decile_1,4,3,4,2,4,2,4,3
public_transport,HU,55,female,4,paid_work,decile_6,5,2,3,5,3,0,2,4
gasoline_car,HU,50,female,7,paid_work,decile_7,5,2,4,7,0,2,2,3
bicycle,HU,75,female,3,paid_work,decile_5,1,2,3,6,9,4,6,2
public_transport,HU,43,female,3,paid_work,decile_10,3,3,3,5,5,6,4,3
gasoline_car,HU,67,male,4,retired,decile_8,3,2,4,5,2,3,4,3
bicycle,HU,64,female,1,housework,decile_1,5,3,3,5,5,2,5,2
public_transport,HU,56,female,4,paid_work,decile_4,5,3,4,9,5,4,4,3
gasoline_car,HU,62,female,4,retired,decile_10,4,2,4,8,5,3,4,3
gasoline_car,HU,53,male,5,paid_work,decile_9,5,2,4,7,4,3,4,3
walking,HU,66,female,7,retired,decile_3,5,3,4,10,10,5,6,3
public_transport,HU,28,female,4,education,decile_7,5,2,5,9,8,3,2,4
walking,HU,89,female,1,retired,decile_4,1,3,4,10,8,6,4,3
walking,HU,51,female,5,paid_work,decile_6,5,2,3,4,5,3,4,3
gasoline_car,HU,50,female,4,paid_work,decile_2,5,3,3,10,3,4,5,3
gasoline_car,HU,27,male,5,paid_work,decile_3,5,2,4,3,3,3,0,5
gasoline_car,HU,65,female,6,paid_work,decile_8,5,3,4,7,7,0,0,3
public_transport,HU,29,female,3,paid_work,decile_7,5,3,3,6,6,3,4,3
bicycle,HU,55,female,1,retired,decile_1,1,4,4,8,8,3,2,2
gasoline_car,HU,33,female,7,housework,decile_10,5,2,3,5,9,4,2,2
walking,HU,81,female,4,retired,decile_7,4,2,3,5,7,2,3,4
bicycle,HU,78,male,4,retired,decile_5,5,2,4,7,5,5,5,3
gasoline_car,HU,25,male,4,paid_work,decile_10,5,1,1,2,6,3,4,5
walking,HU,73,female,4,retired,decile_2,5,2,4,10,5,6,4,4
gasoline_car,HU,51,female,4,paid_work,decile_10,5,1,3,6,8,5,6,3
walking,HU,70,female,2,retired,decile_1,1,3,2,0,0,0,6,4
walking,HU,61,female,4,other,decile_3,5,3,3,6,5,4,4,3
gasoline_car,HU,42,male,3,paid_work,decile_5,2,3,3,5,4,3,4,3
walking,HU,72,female,2,retired,decile_1,5,3,4,5,8,1,3,4
public_transport,HU,43,male,5,paid_work,decile_7,5,1,3,6,6,2,4,3
bicycle,HU,64,female,3,retired,decile_6,5,2,4,5,8,5,3,3
public_transport,HU,44,female,2,paid_work,decile_6,5,3,4,10,1,0,4,3
bicycle,HU,46,female,4,paid_work,decile_7,3,2,3,5,5,2,4,3
walking,HU,74,male,5,retired,decile_3,5,2,3,10,9,6,6,3
walking,HU,66,male,2,paid_work,decile_6,5,2,3,8,5,0,3,3
gasoline_car,HU,72,female,6,retired,decile_7,5,2,3,5,5,3,3,3
bicycle,HU,36,female,3,housework,decile_8,4,2,4,8,3,1,4,3
public_transport,HU,24,female,6,paid_work,decile_10,5,1,4,7,7,2,5,3
gasoline_car,HU,53,male,4,paid_work,decile_6,4,2,3,5,5,3,3,4
public_transport,HU,40,male,4,paid_work,decile_6,5,2,2,5,3,4,3,3
bicycle,HU,60,female,4,paid_work,decile_6,4,2,5,0,0,3,0,4
gasoline_car,HU,55,male,3,paid_work,decile_10,3,2,3,5,8,4,5,3
bicycle,HU,58,male,3,unemployed_looking,decile_7,5,2,4,0,2,0,2,3
walking,HU,39,female,4,housework,decile_4,5,2,4,5,2,3,3,3
bicycle,HU,66,male,3,retired,decile_5,1,2,3,8,9,2,6,1
public_transport,HU,22,male,4,paid_work,decile_10,5,2,3,7,9,4,6,5
bicycle,HU,59,female,5,paid_work,decile_2,5,2,4,8,2,4,6,4
gasoline_car,HU,58,female,5,paid_work,decile_7,5,1,5,5,3,3,3,3
public_transport,HU,30,female,6,paid_work,decile_10,5,2,4,7,7,4,4,3
gasoline_car,HU,70,female,6,retired,decile_9,4,1,3,8,9,3,5,3
public_transport,HU,74,male,3,retired,decile_8,2,2,4,10,8,0,1,4
gasoline_car,HU,38,female,4,paid_work,decile_3,5,2,4,10,2,2,3,4
public_transport,HU,23,female,4,unemployed_looking,decile_1,5,3,3,5,5,2,1,4
walking,HU,65,male,4,retired,decile_1,1,4,3,4,3,3,2,4
bicycle,HU,54,male,4,paid_work,decile_2,5,2,4,6,6,1,4,4
walking,HU,25,female,4,housework,decile_5,5,2,3,5,6,4,5,4
walking,HU,40,female,4,paid_work,decile_6,5,2,4,7,3,3,2,3
bicycle,HU,57,female,3,paid_work,decile_5,3,2,4,5,8,3,5,3
public_transport,HU,72,female,7,retired,decile_7,4,2,4,7,10,3,6,4
public_transport,HU,75,female,2,retired,decile_6,5,2,4,2,5,3,3,4
public_transport,HU,50,male,6,paid_work,decile_7,4,3,4,8,6,2,0,3
public_transport,HU,90,female,1,retired,decile_9,1,2,3,5,8,3,4,3
walking,HU,57,female,3,paid_work,decile_3,5,2,5,5,5,0,5,3
bicycle,HU,71,female,4,retired,decile_2,5,2,4,9,6,2,5,4
electric_car,IS,54,male,6,paid_work,decile_10,5,1,4,6,2,4,5,3
bicycle,IS,61,female,6,paid_work,decile_8,5,1,3,8,4,4,5,2
electric_car,IS,62,female,6,paid_work,decile_3,5,1,4,8,3,4,5,2
electric_car,IS,63,female,6,paid_work,decile_6,5,1,4,8,5,6,6,1
gasoline_car,IS,70,male,7,paid_work,decile_8,5,1,3,5,7,2,5,2
gasoline_car,IS,31,female,3,paid_work,decile_10,5,1,2,2,5,4,5,5
gasoline_car,IS,35,female,5,paid_work,decile_8,5,1,4,8,10,5,4,2
gasoline_car,IS,73,male,5,retired,decile_5,5,1,3,3,6,2,4,3
electric_car,IS,58,female,7,unemployed_not_looking,decile_9,5,1,2,5,5,1,6,2
gasoline_car,IS,55,male,7,paid_work,decile_6,5,3,4,7,7,6,4,4
gasoline_car,IS,52,female,6,paid_work,decile_5,5,1,4,8,7,5,5,2
electric_car,IS,35,male,7,paid_work,decile_4,5,2,4,10,3,5,5,1
gasoline_car,IS,57,male,2,sick_disabled,decile_2,5,2,1,0,5,2,2,4
bicycle,IS,49,female,7,paid_work,decile_8,5,1,3,7,5,3,6,2
bicycle,IS,35,female,3,paid_work,decile_2,5,1,4,7,8,2,6,3
gasoline_car,IS,56,male,5,paid_work,decile_9,5,1,1,0,8,5,6,5
gasoline_car,IS,76,female,2,retired,decile_2,5,1,1,7,5,3,6,3
gasoline_car,IS,30,female,6,paid_work,decile_3,5,1,3,8,0,6,6,1
gasoline_car,IS,56,female,7,paid_work,decile_9,5,1,3,7,8,5,6,2
bicycle,IS,53,male,3,paid_work,decile_8,5,2,3,7,8,5,5,3
electric_car,IS,74,male,5,paid_work,decile_4,5,1,3,5,4,2,6,4
gasoline_car,IS,28,male,5,paid_work,decile_8,5,1,3,5,4,3,4,3
electric_car,IS,48,female,7,housework,decile_10,5,1,3,8,8,5,5,3
gasoline_car,IS,44,male,7,paid_work,decile_8,5,2,3,5,10,4,6,4
electric_car,IS,73,male,7,paid_work,decile_8,4,1,4,8,5,4,6,2
electric_car,IS,52,male,7,paid_work,decile_8,5,1,4,7,6,5,5,3
gasoline_car,IS,68,female,3,sick_disabled,decile_8,5,1,3,6,6,3,6,3
walking,IS,37,male,6,paid_work,decile_6,5,2,5,10,3,6,5,1
gasoline_car,IS,79,male,7,retired,decile_6,5,1,3,5,5,4,5,3
gasoline_car,IS,62,male,5,paid_work,decile_8,5,1,1,5,5,3,6,4
electric_car,IS,48,male,7,paid_work,decile_9,5,2,4,6,3,4,4,2
walking,IS,60,male,3,paid_work,decile_7,4,2,1,6,3,4,4,5
electric_car,IS,28,male,6,paid_work,decile_5,5,2,4,7,0,3,6,4
gasoline_car,IS,34,female,4,paid_work,decile_2,5,2,4,7,2,4,4,4
electric_car,IS,59,female,7,education,decile_10,5,1,4,9,5,5,6,4
gasoline_car,IS,64,female,6,paid_work,decile_7,5,1,4,10,8,5,6,3
public_transport,IS,41,female,3,housework,decile_1,4,2,4,10,0,5,3,5
gasoline_car,IS,52,male,5,paid_work,decile_9,5,2,3,5,5,4,4,4
gasoline_car,IS,30,female,7,paid_work,decile_10,5,1,2,3,5,5,4,2
gasoline_car,IS,49,female,7,paid_work,decile_4,5,1,3,7,7,3,4,4
electric_car,IS,76,male,7,retired,decile_7,5,1,2,7,9,3,6,3
electric_car,IS,51,male,6,paid_work,decile_9,5,2,2,5,10,1,3,2
public_transport,IS,61,female,7,paid_work,decile_7,5,2,4,7,7,5,5,2
bicycle,IS,59,male,2,paid_work,decile_4,5,1,2,4,5,2,2,2
electric_car,IS,71,female,2,retired,decile_2,5,1,3,8,7,3,5,2
bicycle,IS,54,female,7,paid_work,decile_8,5,1,4,7,8,5,5,2
gasoline_car,IS,29,female,6,paid_work,decile_1,5,2,4,9,8,3,5,3
electric_car,IS,62,male,4,paid_work,decile_8,5,1,2,7,5,4,4,3
gasoline_car,IS,42,female,6,housework,decile_1,5,4,3,8,5,2,6,2
gasoline_car,IS,46,male,3,paid_work,decile_7,5,2,3,5,5,4,5,4
gasoline_car,IS,61,male,3,paid_work,decile_5,5,2,3,7,1,3,5,3
gasoline_car,IS,56,male,6,paid_work,decile_7,5,1,2,5,4,5,6,3
gasoline_car,IS,52,male,2,paid_work,decile_6,4,3,1,4,1,2,2,5
gasoline_car,IS,24,female,2,paid_work,decile_10,5,1,3,7,2,3,3,3
gasoline_car,IS,29,female,6,education,decile_4,5,1,3,8,7,4,5,3
electric_car,IS,73,female,2,retired,decile_2,4,2,1,0,6,6,6,4
electric_car,IS,43,male,7,paid_work,decile_9,5,1,2,5,5,4,4,2
gasoline_car,IS,33,female,7,paid_work,decile_6,5,1,2,0,3,2,6,3
electric_car,IS,29,female,4,housework,decile_7,5,2,3,4,4,2,4,2
gasoline_car,IS,38,female,6,paid_work,decile_5,5,2,3,7,3,4,4,3
walking,IS,49,male,7,paid_work,decile_7,5,2,4,7,5,5,6,3
electric_car,IS,35,female,7,education,decile_6,5,2,4,7,3,3,5,2
gasoline_car,IS,61,female,7,paid_work,decile_8,5,1,2,6,7,4,5,3
gasoline_car,IS,81,female,2,retired,decile_1,5,1,3,7,8,6,4,3
electric_car,IS,62,female,3,paid_work,decile_6,5,1,3,7,9,4,5,2
gasoline_car,IS,69,male,2,retired,decile_6,5,1,3,7,8,2,5,2
gasoline_car,IS,38,male,7,paid_work,decile_7,5,1,2,4,5,4,4,4
gasoline_car,IS,79,female,2,retired,decile_2,5,1,2,9,8,5,5,2
gasoline_car,IS,66,female,2,paid_work,decile_4,5,1,2,7,7,2,6,2
gasoline_car,IS,50,female,6,housework,decile_5,5,2,3,8,1,4,5,2
electric_car,IS,78,female,2,retired,decile_6,5,1,3,5,3,5,6,2
gasoline_car,IS,40,male,3,paid_work,decile_6,5,2,4,5,6,2,4,3
electric_car,IS,46,male,5,paid_work,decile_7,5,2,2,3,3,3,5,3
electric_car,IS,49,male,7,paid_work,decile_8,5,2,4,10,5,6,6,2
gasoline_car,IS,59,female,7,paid_work,decile_9,5,1,4,6,5,3,5,4
electric_car,IS,50,male,6,paid_work,decile_8,5,1,3,3,6,4,5,2
gasoline_car,IS,55,female,7,paid_work,decile_9,5,2,3,5,5,4,5,3
gasoline_car,IS,57,female,7,paid_work,decile_9,5,2,3,7,8,2,4,4
gasoline_car,IS,53,female,6,paid_work,decile_10,5,1,2,6,4,4,6,3
walking,IS,50,female,7,paid_work,decile_7,4,1,3,5,1,3,5,5
gasoline_car,IS,72,male,2,retired,decile_5,5,1,2,5,3,3,5,3
gasoline_car,IS,53,male,7,paid_work,decile_8,5,1,2,3,7,4,4,2
gasoline_car,IS,59,female,7,paid_work,decile_4,5,1,4,7,3,5,5,2
gasoline_car,IS,22,female,4,education,decile_2,5,2,4,4,7,4,2,3
electric_car,IS,48,female,7,paid_work,decile_10,5,1,4,7,5,4,5,3
gasoline_car,IS,46,female,7,housework,decile_10,5,3,3,5,0,3,3,4
electric_car,IS,34,female,2,housework,decile_2,5,3,4,8,0,3,3,3
walking,IS,54,male,6,paid_work,decile_4,5,1,4,7,5,5,5,2
gasoline_car,IS,59,male,5,paid_work,decile_8,5,1,3,8,6,3,5,2
electric_car,IS,64,female,7,paid_work,decile_8,5,1,5,9,5,2,4,3
walking,IS,33,male,6,paid_work,decile_6,5,2,1,0,0,3,3,4
gasoline_car,IS,53,female,7,paid_work,decile_10,5,1,4,7,3,4,5,2
electric_car,IS,48,female,6,paid_work,decile_7,5,2,4,8,5,4,6,2
walking,IS,60,male,2,sick_disabled,decile_8,5,2,2,2,4,5,4,3
electric_car,IS,72,female,5,housework,decile_2,5,1,3,7,7,6,6,3
gasoline_car,IS,60,male,6,paid_work,decile_6,5,1,4,5,4,3,5,4
gasoline_car,IS,33,male,7,paid_work,decile_9,5,1,3,4,8,4,6,2
walking,IS,69,female,7,paid_work,decile_6,5,1,3,6,8,4,5,2
electric_car,IS,55,male,7,paid_work,decile_10,5,1,3,3,8,2,5,2
gasoline_car,IS,65,male,6,paid_work,decile_10,5,1,3,5,3,3,6,2
gasoline_car,IS,73,male,2,retired,decile_2,4,4,2,5,5,6,3,3
gasoline_car,IS,46,male,3,paid_work,decile_7,5,2,2,1,4,0,6,5
gasoline_car,IS,25,male,6,paid_work,decile_9,5,1,4,6,6,3,3,3
gasoline_car,IS,33,male,4,paid_work,decile_6,5,2,2,3,5,4,4,3
walking,IS,38,male,7,paid_work,decile_9,5,1,2,0,5,6,6,2
bicycle,IS,43,female,4,paid_work,decile_2,5,3,3,5,6,3,5,2
walking,IS,35,female,6,education,decile_5,5,2,4,7,6,4,5,2
electric_car,IS,21,male,2,paid_work,decile_9,5,1,5,9,5,4,3,2
gasoline_car,IS,65,male,2,paid_work,decile_6,5,1,3,6,6,4,6,2
electric_car,IS,30,male,5,paid_work,decile_7,5,1,5,8,6,4,6,3
gasoline_car,IS,68,female,2,paid_work,decile_6,5,1,2,0,0,3,6,4
gasoline_car,IS,34,male,5,paid_work,decile_1,5,2,2,1,3,3,5,3
electric_car,IS,64,male,5,paid_work,decile_6,5,2,3,5,5,4,4,2
walking,IS,23,male,4,paid_work,decile_9,5,1,4,2,8,4,6,2
electric_car,IS,58,male,3,paid_work,decile_7,5,1,1,1,5,4,5,4
gasoline_car,IS,39,female,7,housework,decile_7,5,1,2,5,5,4,5,3
electric_car,IS,66,male,3,retired,decile_4,5,2,3,3,7,4,6,2
gasoline_car,IS,49,male,6,paid_work,decile_4,4,2,3,4,8,3,4,4
walking,IS,35,male,7,paid_work,decile_3,5,2,4,3,10,2,5,2
gasoline_car,IS,76,female,3,retired,decile_8,5,1,4,5,4,5,4,3
walking,IS,38,male,7,paid_work,decile_5,5,2,4,3,3,4,5,2
gasoline_car,IS,29,female,6,housework,decile_4,5,3,4,8,7,4,4,3
gasoline_car,IS,47,male,6,paid_work,decile_8,5,1,3,6,6,4,5,3
bicycle,IS,49,female,7,paid_work,decile_10,5,1,3,9,3,3,5,2
electric_car,IS,83,male,7,retired,decile_9,5,1,4,9,5,5,5,2
gasoline_car,IS,77,male,7,retired,decile_6,5,1,5,7,5,3,3,2
gasoline_car,IS,59,male,2,paid_work,decile_5,5,1,3,7,7,3,4,2
gasoline_car,IS,62,male,7,paid_work,decile_10,5,1,2,1,10,1,4,4
public_transport,IS,60,female,7,paid_work,decile_4,5,2,5,9,7,1,5,3
gasoline_car,IS,56,male,5,paid_work,decile_7,5,3,3,5,5,2,6,4
electric_car,IS,26,female,4,paid_work,decile_5,5,1,3,5,5,4,5,3
gasoline_car,IS,45,male,6,paid_work,decile_5,5,2,4,2,6,4,6,1
electric_car,IS,67,female,6,retired,decile_4,5,1,4,8,3,4,5,3
public_transport,IS,36,female,2,housework,decile_2,5,4,3,6,5,3,6,4
walking,IS,45,female,6,paid_work,decile_7,5,2,2,1,2,4,4,2
gasoline_car,IS,72,female,2,retired,decile_4,5,1,3,5,8,3,6,2
gasoline_car,IS,57,male,7,paid_work,decile_7,5,1,1,4,7,6,6,2
gasoline_car,IS,45,female,2,sick_disabled,decile_6,5,2,3,7,8,5,5,4
gasoline_car,IS,66,female,5,housework,decile_7,5,1,3,7,5,4,6,2
bicycle,IS,58,female,6,paid_work,decile_4,5,2,4,8,6,5,5,2
gasoline_car,IS,37,male,6,paid_work,decile_6,5,3,3,6,6,3,6,2
gasoline_car,IS,35,male,4,paid_work,decile_8,5,1,2,3,5,3,6,3
gasoline_car,IS,62,male,5,paid_work,decile_8,5,1,3,6,8,5,6,3
gasoline_car,IS,64,female,6,paid_work,decile_5,5,1,3,10,7,2,5,3
gasoline_car,IS,71,male,7,retired,decile_3,5,1,1,1,8,4,5,3
electric_car,IS,66,male,6,paid_work,decile_9,5,1,2,2,0,2,6,3
gasoline_car,IS,55,female,7,paid_work,decile_10,5,1,3,7,6,5,5,3
electric_car,IS,67,female,2,paid_work,decile_8,5,1,3,5,10,6,6,2
public_transport,IS,25,female,3,sick_disabled,decile_3,5,3,5,10,0,1,0,5
public_transport,IS,33,male,4,paid_work,decile_3,5,2,4,1,0,3,4,2
gasoline_car,IS,65,male,5,paid_work,decile_10,5,1,2,5,5,6,6,4
gasoline_car,IS,43,female,7,paid_work,decile_9,5,3,4,8,0,4,4,5
electric_car,IS,39,female,7,paid_work,decile_10,5,1,3,7,5,4,4,2
gasoline_car,IS,46,female,5,paid_work,decile_6,5,2,3,6,5,3,5,2
electric_car,IS,66,female,6,retired,decile_5,5,1,4,8,2,4,6,3
walking,IS,44,female,6,paid_work,decile_3,5,3,4,9,6,4,5,4
gasoline_car,IS,71,female,3,retired,decile_6,5,1,3,8,5,5,6,2
electric_car,IS,41,female,7,paid_work,decile_9,5,1,3,7,5,5,4,3
