w6sgq4,cntry,w6age,gndr,eisced,mnactic,hinctnta,netusoft,hincfel,w6sgq11,w6sgq12,w6sgq5,w6wq2,w6wq8,w6sgq22
electric_car,FI,73,female,7,retired,decile_8,5,1,4,5,8,4,5,2
gasoline_car,FI,30,female,7,paid_work,decile_6,5,1,4,8,8,3,4,2
gasoline_car,FI,46,male,5,paid_work,decile_9,5,2,2,5,7,1,3,5
gasoline_car,FI,49,female,7,paid_work,decile_7,5,1,4,7,5,3,5,2
walking,FI,30,male,4,paid_work,decile_6,5,1,3,8,3,5,5,4
electric_car,FI,69,female,5,retired,decile_5,5,2,5,4,3,3,5,2
electric_car,FI,63,male,4,paid_work,decile_8,5,2,3,7,1,4,2,4
electric_car,FI,59,male,4,paid_work,decile_8,5,1,3,6,7,3,5,3
walking,FI,73,male,7,retired,decile_7,5,1,2,8,5,1,6,1
gasoline_car,FI,69,female,7,paid_work,decile_10,5,1,3,6,5,4,4,2
walking,FI,65,female,7,paid_work,decile_9,5,2,5,7,3,4,5,3
walking,FI,45,female,2,paid_work,decile_4,5,1,2,7,6,5,5,3
bicycle,FI,62,female,7,paid_work,decile_10,5,1,2,5,4,4,6,2
gasoline_car,FI,67,female,5,retired,decile_9,4,1,3,7,9,4,5,3
walking,FI,70,male,7,retired,decile_7,5,2,3,2,9,3,4,3
walking,FI,68,male,4,retired,decile_5,5,2,4,9,5,5,6,1
gasoline_car,FI,74,male,4,retired,decile_4,2,2,4,7,6,4,5,4
walking,FI,71,male,6,retired,decile_7,5,2,4,5,4,5,5,3
public_transport,FI,22,female,2,education,decile_9,5,2,3,8,9,1,5,3
public_transport,FI,84,male,5,retired,decile_8,4,1,4,3,9,4,5,2
electric_car,FI,41,male,4,paid_work,decile_8,5,2,3,7,5,2,5,4
walking,FI,66,female,4,paid_work,decile_10,5,1,3,4,9,4,6,3
bicycle,FI,74,male,6,retired,decile_8,5,2,3,7,8,3,5,3
gasoline_car,FI,71,male,5,retired,decile_7,5,1,3,7,1,4,5,2
gasoline_car,FI,70,female,5,retired,decile_3,5,2,3,4,3,4,4,3
gasoline_car,FI,61,male,6,paid_work,decile_8,5,2,3,7,2,4,4,5
electric_car,FI,49,female,4,paid_work,decile_2,5,3,3,6,2,6,6,2
electric_car,FI,48,male,6,paid_work,decile_6,5,2,3,4,8,3,4,4
electric_car,FI,72,female,5,retired,decile_8,5,1,4,9,8,4,4,2
gasoline_car,FI,37,male,4,unemployed_looking,decile_4,5,2,1,0,0,4,4,5
gasoline_car,FI,65,female,5,unemployed_looking,decile_4,5,2,4,7,8,3,5,4
gasoline_car,FI,58,female,4,retired,decile_1,5,4,3,6,1,3,3,4
walking,FI,69,male,6,paid_work,decile_10,5,1,3,4,7,4,5,2
gasoline_car,FI,76,female,5,paid_work,decile_9,5,1,3,2,6,3,5,3
walking,FI,49,male,4,paid_work,decile_5,5,2,3,6,8,4,5,2
electric_car,FI,71,male,1,retired,decile_8,5,1,4,8,5,4,4,4
electric_car,FI,46,male,6,paid_work,decile_9,5,2,4,7,4,1,3,3
walking,FI,74,female,6,retired,decile_6,5,1,5,6,6,4,5,2
electric_car,FI,71,male,4,paid_work,decile_9,5,1,4,7,7,4,5,2
public_transport,FI,58,female,7,paid_work,decile_9,5,1,3,8,9,5,5,1
gasoline_car,FI,45,male,4,paid_work,decile_10,5,1,3,5,5,2,4,4
gasoline_car,FI,49,female,7,paid_work,decile_10,5,1,4,9,8,3,4,2
gasoline_car,FI,51,female,4,unemployed_looking,decile_6,5,2,1,0,0,2,1,5
bicycle,FI,41,female,4,paid_work,decile_9,5,1,4,9,7,2,4,4
electric_car,FI,56,female,6,paid_work,decile_9,5,2,4,8,9,4,5,2
public_transport,FI,57,female,4,paid_work,decile_4,5,2,3,7,7,1,3,4
electric_car,FI,74,female,2,retired,decile_8,5,1,4,9,3,5,5,2
walking,FI,87,female,4,retired,decile_4,5,2,3,8,6,2,3,3
gasoline_car,FI,22,female,2,education,decile_5,4,2,1,6,5,2,2,4
gasoline_car,FI,57,female,5,paid_work,decile_3,5,2,3,8,8,4,3,3
electric_car,FI,61,male,5,paid_work,decile_10,5,1,4,10,8,4,6,1
gasoline_car,FI,63,male,5,paid_work,decile_8,5,1,3,6,5,2,5,3
bicycle,FI,49,male,6,paid_work,decile_6,5,1,3,7,2,4,4,2
gasoline_car,FI,74,male,4,retired,decile_6,5,2,4,8,7,4,5,3
electric_car,FI,64,male,6,paid_work,decile_10,5,1,3,8,8,3,5,2
bicycle,FI,37,female,6,paid_work,decile_8,5,2,3,6,5,3,4,3
gasoline_car,FI,52,female,4,paid_work,decile_5,5,3,4,8,6,2,4,5
gasoline_car,FI,62,male,4,paid_work,decile_7,5,1,2,5,2,5,5,4
gasoline_car,FI,45,female,6,paid_work,decile_4,5,2,4,9,4,2,4,3
gasoline_car,FI,43,female,2,housework,decile_6,5,2,3,7,6,5,3,4
gasoline_car,FI,63,female,7,paid_work,decile_6,5,1,1,0,8,5,1,4
bicycle,FI,64,male,4,paid_work,decile_5,5,2,3,4,3,2,4,4
walking,FI,58,female,7,paid_work,decile_6,5,1,3,7,8,4,4,3
electric_car,FI,37,female,7,paid_work,decile_10,5,1,3,5,6,4,4,3
walking,FI,27,female,4,education,decile_1,5,4,4,7,7,4,3,3
walking,FI,32,female,4,education,decile_3,5,2,4,8,8,3,4,2
gasoline_car,FI,33,female,6,paid_work,decile_7,5,2,3,7,2,3,4,3
gasoline_car,FI,49,male,5,paid_work,decile_10,5,2,2,5,7,4,5,3
gasoline_car,FI,36,female,2,housework,decile_5,5,1,2,6,2,3,6,3
electric_car,FI,48,male,7,paid_work,decile_9,5,1,4,5,5,4,5,3
walking,FI,76,female,2,retired,decile_2,4,3,3,8,9,3,3,3
electric_car,FI,33,male,6,paid_work,decile_5,5,1,3,7,8,3,4,3
public_transport,FI,65,male,7,paid_work,decile_10,5,1,3,8,9,4,5,1
public_transport,FI,79,female,1,retired,decile_2,5,2,5,10,10,6,3,3
gasoline_car,FI,77,male,7,retired,decile_9,5,2,2,2,9,4,5,2
walking,FI,77,female,7,retired,decile_10,5,1,4,9,7,5,5,2
gasoline_car,FI,31,female,6,paid_work,decile_4,5,2,2,5,5,4,6,2
gasoline_car,FI,31,male,6,paid_work,decile_5,5,1,3,8,9,4,6,3
walking,FI,60,female,4,paid_work,decile_4,5,2,2,4,3,5,5,3
bicycle,FI,61,female,4,paid_work,decile_7,5,3,3,6,7,4,6,3
walking,FI,36,female,4,paid_work,decile_3,5,1,4,8,8,4,4,2
walking,FI,32,male,4,unemployed_not_looking,decile_4,5,2,4,7,5,4,4,3
bicycle,FI,71,male,6,retired,decile_6,5,2,4,6,3,2,3,1
walking,FI,66,female,5,sick_disabled,decile_2,5,2,4,7,9,3,5,2
gasoline_car,FI,36,male,6,paid_work,decile_9,4,1,2,6,5,5,5,3
bicycle,FI,52,male,4,paid_work,decile_4,5,1,3,4,6,5,6,1
walking,FI,65,female,4,paid_work,decile_8,5,1,3,7,8,4,4,3
walking,FI,41,male,7,paid_work,decile_9,5,1,3,5,5,3,4,3
gasoline_car,FI,33,male,4,paid_work,decile_10,5,1,1,0,7,2,4,5
walking,FI,66,male,6,paid_work,decile_5,5,1,2,6,8,2,5,3
bicycle,FI,50,male,7,paid_work,decile_8,5,1,3,8,8,5,6,2
walking,FI,78,male,5,retired,decile_10,5,1,3,5,10,2,5,2
walking,FI,46,male,6,paid_work,decile_6,5,1,2,3,4,3,5,2
gasoline_car,FI,68,male,7,paid_work,decile_10,5,1,3,8,4,3,4,3
walking,FI,75,male,5,retired,decile_3,5,2,3,6,0,2,3,3
gasoline_car,FI,34,male,6,paid_work,decile_6,5,1,3,7,7,4,5,3
walking,FI,61,female,4,paid_work,decile_6,5,2,2,2,0,3,1,5
walking,FI,28,female,4,paid_work,decile_10,5,1,2,7,7,3,6,3
electric_car,FI,70,female,4,retired,decile_6,5,2,3,7,9,4,5,2
gasoline_car,FI,46,male,6,paid_work,decile_8,5,2,4,7,3,3,5,3
electric_car,FI,57,female,7,paid_work,decile_9,5,2,3,8,8,4,5,2
bicycle,FI,65,female,4,retired,decile_1,5,4,5,10,5,4,5,1
bicycle,FI,52,female,4,paid_work,decile_7,5,2,3,7,8,4,5,2
gasoline_car,FI,40,male,7,paid_work,decile_6,5,2,3,6,2,4,2,4
gasoline_car,FI,67,male,7,unemployed_not_looking,decile_1,5,1,3,7,4,4,6,3
walking,FI,26,male,4,unemployed_not_looking,decile_1,5,1,2,0,6,4,3,4
electric_car,FI,33,female,6,paid_work,decile_4,5,3,4,8,6,3,2,4
gasoline_car,FI,48,male,4,unemployed_not_looking,decile_2,5,3,3,8,2,3,5,3
gasoline_car,FI,45,female,6,paid_work,decile_8,5,2,2,4,5,3,5,4
walking,FI,46,female,6,paid_work,decile_9,5,1,3,7,8,2,6,3
walking,FI,74,female,4,retired,decile_5,5,2,3,6,2,4,5,4
walking,FI,74,male,2,retired,decile_6,5,1,3,5,7,4,4,2
bicycle,FI,45,male,4,paid_work,decile_9,5,1,3,10,10,6,5,2
gasoline_car,FI,72,female,4,retired,decile_2,5,2,3,3,10,4,3,3
walking,FI,73,female,5,retired,decile_4,5,2,4,9,9,1,5,2
electric_car,FI,36,male,5,paid_work,decile_9,5,2,3,8,9,6,5,2
gasoline_car,FI,55,male,7,paid_work,decile_8,5,1,3,7,3,2,2,4
electric_car,FI,50,male,6,paid_work,decile_10,5,1,3,8,7,4,5,3
bicycle,FI,71,male,1,retired,decile_3,5,1,4,5,7,5,5,3
gasoline_car,FI,39,female,6,housework,decile_7,5,2,4,5,3,4,3,3
walking,FI,35,female,7,unemployed_looking,decile_2,5,3,5,2,7,1,1,4
gasoline_car,FI,56,female,4,paid_work,decile_7,5,2,4,9,5,5,2,3
electric_car,FI,69,female,5,retired,decile_7,5,2,3,7,5,4,4,3
gasoline_car,FI,73,male,5,retired,decile_6,5,1,3,7,2,3,5,2
walking,FI,44,female,7,paid_work,decile_7,5,2,3,7,1,5,4,3
electric_car,FI,50,female,6,paid_work,decile_9,5,1,4,10,8,2,5,4
gasoline_car,FI,45,female,7,paid_work,decile_8,5,2,4,6,5,4,4,3
electric_car,FI,36,female,7,paid_work,decile_8,5,1,3,7,0,4,4,3
gasoline_car,FI,59,female,6,education,decile_6,5,3,3,8,7,4,4,3
walking,FI,68,female,5,retired,decile_7,5,2,3,9,10,5,5,3
gasoline_car,FI,34,female,4,paid_work,decile_6,5,2,2,5,8,4,5,3
gasoline_car,FI,64,male,6,paid_work,decile_6,5,1,3,5,8,4,5,2
gasoline_car,FI,37,male,6,paid_work,decile_5,5,1,3,7,5,3,5,4
electric_car,FI,67,female,6,paid_work,decile_6,5,1,4,8,5,3,5,2
public_transport,FI,47,male,6,paid_work,decile_8,5,1,3,7,7,2,5,3
electric_car,FI,67,male,7,paid_work,decile_10,5,2,2,3,3,3,3,3
public_transport,FI,33,female,4,housework,decile_7,5,1,4,8,9,2,5,2
gasoline_car,FI,46,female,7,paid_work,decile_8,5,2,3,7,5,3,3,3
gasoline_car,FI,62,male,4,paid_work,decile_9,5,1,4,5,2,5,5,3
gasoline_car,FI,30,female,4,housework,decile_5,5,2,1,3,5,5,5,4
walking,FI,33,female,7,paid_work,decile_10,5,1,5,10,7,3,6,2
gasoline_car,FI,47,male,4,paid_work,decile_7,5,2,3,7,9,3,4,3
gasoline_car,FI,52,male,5,paid_work,decile_9,5,2,3,7,0,3,5,3
walking,FI,31,female,4,paid_work,decile_3,5,2,4,8,6,4,2,3
walking,FI,32,male,4,other,decile_1,5,2,4,8,5,2,3,2
bicycle,FI,42,female,6,paid_work,decile_5,5,2,4,10,10,4,4,2
electric_car,FI,63,male,6,paid_work,decile_9,5,1,3,9,5,3,5,4
walking,FI,74,female,4,retired,decile_7,5,1,4,6,8,4,5,2
electric_car,FI,78,male,4,retired,decile_6,5,2,3,5,10,5,4,3
electric_car,FI,64,female,7,paid_work,decile_9,5,1,3,8,10,4,5,2
bicycle,FI,79,male,5,retired,decile_8,5,2,3,6,5,2,3,3
bicycle,FI,63,female,6,paid_work,decile_9,5,1,3,6,8,4,6,3
walking,FI,35,female,4,unemployed_not_looking,decile_1,5,4,5,8,0,4,3,3
electric_car,FI,29,male,6,paid_work,decile_4,5,3,2,5,5,4,2,4
electric_car,FI,40,female,6,paid_work,decile_9,5,2,3,8,6,4,4,4
walking,FI,78,female,6,retired,decile_2,4,3,4,7,7,3,4,2
walking,FI,69,male,4,retired,decile_9,5,2,4,8,7,5,5,2
public_transport,FI,45,male,7,paid_work,decile_9,5,1,3,7,10,5,6,1
walking,FI,76,female,7,retired,decile_8,5,1,4,8,7,4,5,2
gasoline_car,FI,76,male,4,retired,decile_6,5,1,5,8,5,4,5,3
gasoline_car,FI,83,male,1,retired,decile_7,5,2,3,5,3,3,4,4
electric_car,FI,50,male,4,paid_work,decile_7,5,2,1,0,9,3,3,5
walking,FI,54,male,6,paid_work,decile_5,5,2,4,2,7,2,3,1
gasoline_car,FI,47,male,6,paid_work,decile_9,5,1,3,7,6,3,3,3
walking,FI,56,female,6,paid_work,decile_7,5,1,4,10,5,5,5,2
bicycle,FI,44,male,7,paid_work,decile_9,5,1,2,3,5,4,6,3
electric_car,FI,33,female,4,paid_work,decile_7,5,1,2,7,6,6,5,3
walking,FI,60,female,7,unemployed_not_looking,decile_9,5,2,3,5,9,4,4,3
walking,FI,69,male,7,retired,decile_10,5,1,4,9,9,4,5,2
public_transport,FI,46,male,5,paid_work,decile_3,5,3,4,8,9,4,5,4
electric_car,FI,64,male,6,retired,decile_8,5,1,4,8,8,4,5,1
gasoline_car,FI,30,male,4,education,decile_3,5,2,1,2,5,5,3,3
walking,FI,34,male,4,paid_work,decile_3,5,2,3,6,6,3,5,2
walking,FI,34,female,6,education,decile_6,5,1,3,2,10,2,6,2
gasoline_car,FI,36,male,7,paid_work,decile_8,5,1,4,8,7,5,4,2
gasoline_car,FI,80,male,5,retired,decile_7,5,1,3,6,4,1,5,1
gasoline_car,FI,74,female,4,retired,decile_5,5,2,3,5,5,5,5,2
walking,FI,71,male,4,retired,decile_6,5,2,4,5,2,3,3,4
walking,FI,80,female,7,retired,decile_6,5,2,3,8,8,3,5,2
gasoline_car,FI,33,female,4,paid_work,decile_4,5,2,4,7,0,4,4,4
electric_car,FI,53,female,2,paid_work,decile_9,5,1,4,10,5,6,6,1
public_transport,FI,24,male,4,education,decile_1,5,2,3,9,8,4,5,2
electric_car,FI,47,female,6,paid_work,decile_9,5,1,3,7,8,3,6,2
public_transport,FI,34,female,7,paid_work,decile_6,5,2,3,6,8,2,5,1
gasoline_car,FI,60,male,7,unemployed_not_looking,decile_6,5,3,4,5,5,3,4,3
gasoline_car,FI,31,male,4,paid_work,decile_8,5,1,3,5,7,6,5,5
gasoline_car,FI,68,female,6,retired,decile_3,2,4,4,9,9,5,5,3
gasoline_car,FI,59,male,4,paid_work,decile_2,5,2,2,2,5,2,5,3
gasoline_car,FI,41,female,4,paid_work,decile_7,5,2,3,7,9,6,5,3
gasoline_car,FI,73,female,5,retired,decile_4,5,2,2,5,9,4,5,2
gasoline_car,FI,76,female,5,retired,decile_5,5,2,2,7,7,5,6,3
walking,FI,37,female,6,housework,decile_7,5,1,3,7,2,4,5,3
walking,FI,77,male,5,retired,decile_6,5,2,3,5,4,4,5,1
gasoline_car,FI,67,male,7,paid_work,decile_7,5,2,3,7,3,3,6,2
electric_car,FI,54,male,6,paid_work,decile_7,5,2,2,5,3,2,5,3
walking,FI,67,female,4,retired,decile_6,5,2,3,7,7,4,4,4
walking,FI,64,female,6,retired,decile_6,4,2,3,7,7,3,3,3
electric_car,FI,67,male,7,paid_work,decile_8,5,1,3,8,8,4,4,2
public_transport,FI,56,female,7,paid_work,decile_9,5,1,4,9,6,4,5,3
walking,FI,63,male,5,paid_work,decile_9,5,2,3,7,10,4,6,3
gasoline_car,FI,59,male,7,paid_work,decile_8,5,2,3,7,8,3,6,3
electric_car,FI,44,male,6,paid_work,decile_8,5,2,3,5,6,3,5,3
public_transport,FI,57,female,5,paid_work,decile_7,5,1,2,8,10,5,5,3
walking,FI,71,female,5,retired,decile_3,5,2,4,8,9,3,5,2
gasoline_car,FI,68,male,4,retired,decile_1,4,2,5,8,7,4,5,4
gasoline_car,FI,81,female,2,retired,decile_7,5,1,2,5,7,3,5,2
gasoline_car,FI,37,male,6,paid_work,decile_7,5,2,3,7,6,2,6,5
gasoline_car,FI,64,male,6,paid_work,decile_5,5,2,1,2,7,4,2,5
bicycle,FI,24,male,4,community_military,decile_10,5,1,4,7,7,4,6,2
walking,FI,69,male,7,retired,decile_6,5,2,3,8,0,4,6,3
walking,FI,50,female,7,paid_work,decile_7,5,1,2,7,8,4,6,5
gasoline_car,FI,78,male,1,retired,decile_5,4,2,4,7,8,4,5,3
walking,FI,73,female,7,other,decile_6,5,1,3,4,5,4,5,3
gasoline_car,FI,75,male,4,retired,decile_8,5,2,3,8,10,5,5,2
gasoline_car,FI,49,male,4,paid_work,decile_5,5,2,3,10,10,5,6,5
gasoline_car,FI,65,female,4,unemployed_not_looking,decile_3,5,2,3,6,10,2,4,3
walking,FI,70,male,1,retired,decile_7,5,1,2,1,5,3,5,3
gasoline_car,FI,53,female,5,paid_work,decile_5,5,1,3,5,5,5,5,3
walking,FI,77,male,1,retired,decile_4,5,2,2,3,0,4,5,4
walking,FI,85,male,4,retired,decile_6,5,2,4,8,7,4,4,2
walking,FI,64,female,7,paid_work,decile_7,5,1,4,9,9,2,5,3
gasoline_car,FI,80,male,6,retired,decile_7,3,2,4,8,2,2,5,2
gasoline_car,FI,44,female,4,paid_work,decile_4,5,3,3,8,8,2,2,3
gasoline_car,FI,34,male,6,paid_work,decile_6,5,2,3,3,5,5,2,3
walking,FI,34,male,4,paid_work,decile_3,5,1,2,3,9,4,3,1
walking,FI,69,female,6,retired,decile_8,5,1,3,8,4,5,5,2
gasoline_car,FI,63,female,4,paid_work,decile_5,5,1,4,10,2,5,5,3
gasoline_car,FI,71,male,4,other,decile_4,5,2,4,9,4,4,5,4
gasoline_car,FI,53,female,5,paid_work,decile_4,5,2,4,8,7,2,4,2
gasoline_car,FI,36,male,7,paid_work,decile_8,5,2,3,2,7,3,5,4
bicycle,FI,49,female,6,paid_work,decile_5,5,2,3,2,9,4,2,3
gasoline_car,FI,50,female,7,paid_work,decile_9,5,1,3,6,6,2,4,3
gasoline_car,FI,84,female,4,retired,decile_6,5,1,2,9,5,5,5,2
bicycle,FI,59,female,6,paid_work,decile_4,5,3,2,6,4,4,5,3
walking,FI,32,female,4,housework,decile_5,5,1,3,5,10,4,5,3
electric_car,FI,67,male,7,paid_work,decile_8,5,1,3,9,8,4,6,2
electric_car,FI,48,male,7,paid_work,decile_10,5,1,4,8,9,4,5,1
public_transport,FI,64,male,6,paid_work,decile_7,5,1,4,9,9,3,6,2
bicycle,FI,33,male,4,paid_work,decile_3,5,1,4,9,9,4,4,3
gasoline_car,FI,76,female,6,retired,decile_2,5,3,3,6,2,4,5,3
public_transport,FI,48,female,7,paid_work,decile_9,5,2,4,6,7,3,2,5
public_transport,FI,32,male,6,paid_work,decile_5,5,2,2,4,9,5,6,3
electric_car,FI,43,female,7,paid_work,decile_9,5,1,4,10,8,4,5,2
walking,FI,84,male,4,retired,decile_5,3,1,3,7,9,4,4,3
walking,FI,66,female,5,other,decile_10,5,1,4,8,6,3,4,3
gasoline_car,FI,40,female,6,unemployed_looking,decile_3,5,3,5,7,1,3,4,2
gasoline_car,FI,47,male,6,paid_work,decile_9,5,1,3,8,3,5,6,2
gasoline_car,FI,27,male,4,paid_work,decile_4,5,2,2,4,7,4,4,3
walking,FI,49,male,7,paid_work,decile_9,5,1,3,6,10,4,5,3
electric_car,FI,45,male,6,paid_work,decile_8,5,2,4,9,5,6,4,2
walking,FI,67,female,6,unemployed_looking,decile_5,5,2,5,10,9,3,5,5
walking,FI,72,female,4,retired,decile_7,5,1,3,6,5,4,4,4
bicycle,FI,37,male,7,paid_work,decile_9,5,1,4,8,9,4,4,3
electric_car,FI,43,male,4,paid_work,decile_10,5,2,3,4,2,5,3,3
public_transport,FI,62,female,7,paid_work,decile_9,5,1,4,9,7,5,5,1
walking,FI,40,female,7,paid_work,decile_5,5,1,3,10,7,3,5,2
walking,FI,62,female,6,sick_disabled,decile_1,5,4,5,10,7,1,2,2
electric_car,FI,37,female,6,education,decile_7,5,1,4,8,6,3,4,2
electric_car,FI,52,male,7,paid_work,decile_10,5,1,3,5,7,3,4,4
walking,FI,46,male,7,paid_work,decile_10,5,1,3,4,9,4,5,2
bicycle,FI,69,female,6,paid_work,decile_6,5,2,4,8,6,4,5,2
walking,FI,56,male,7,paid_work,decile_9,5,1,3,7,9,3,5,2
walking,FI,62,female,6,paid_work,decile_3,5,2,3,7,8,4,4,2
electric_car,FI,31,female,6,paid_work,decile_6,5,1,2,2,1,2,4,4
gasoline_car,FI,62,male,5,paid_work,decile_9,5,2,4,10,8,4,5,3
walking,FI,80,male,5,retired,decile_5,5,1,3,8,10,4,6,3
gasoline_car,FI,82,female,4,retired,decile_6,5,1,4,6,8,4,3,4
gasoline_car,FI,60,female,4,paid_work,decile_6,5,2,3,9,2,4,2,3
walking,FI,76,male,7,retired,decile_5,5,2,3,7,8,4,5,2
walking,FI,70,female,7,paid_work,decile_9,5,2,4,7,9,2,4,2
walking,FI,50,male,7,paid_work,decile_6,5,2,4,9,10,3,5,1
walking,FI,89,female,5,retired,decile_4,5,1,3,7,9,2,3,2
public_transport,FI,77,female,5,retired,decile_9,5,1,4,8,9,4,6,2
gasoline_car,FI,59,male,6,paid_work,decile_4,5,2,3,4,1,4,5,3
walking,FI,74,female,5,retired,decile_6,5,2,3,5,5,4,4,2
electric_car,FI,52,male,5,paid_work,decile_6,5,2,3,8,9,4,5,2
walking,FI,73,female,4,retired,decile_2,4,2,4,8,8,4,4,2
gasoline_car,FI,66,male,5,paid_work,decile_8,5,2,3,8,9,4,5,3
gasoline_car,FI,53,male,7,paid_work,decile_10,5,1,3,5,8,4,5,2
public_transport,FI,54,male,7,paid_work,decile_10,5,1,3,8,9,5,5,2
walking,FI,70,female,1,retired,decile_1,5,3,4,8,7,1,2,3
walking,FI,66,female,5,retired,decile_3,5,2,3,5,2,3,2,4
walking,FI,73,male,7,retired,decile_4,5,2,3,5,8,3,5,2
electric_car,FI,49,female,7,paid_work,decile_10,5,1,4,8,9,5,6,2
walking,FI,76,female,4,retired,decile_3,5,1,4,9,8,4,6,2
gasoline_car,FI,58,male,6,paid_work,decile_9,5,2,2,5,5,1,4,4
walking,FI,45,female,6,paid_work,decile_9,5,2,3,6,4,3,5,4
bicycle,FI,46,male,7,paid_work,decile_4,5,2,3,6,6,4,5,3
bicycle,FI,77,male,4,retired,decile_7,5,1,3,4,4,3,4,2
gasoline_car,FI,45,female,7,paid_work,decile_6,5,2,3,7,9,4,5,4
public_transport,FI,61,female,5,paid_work,decile_7,5,2,3,9,9,5,5,3
walking,FI,67,male,7,paid_work,decile_10,5,1,4,6,9,5,4,2
walking,FI,33,male,7,paid_work,decile_5,5,1,3,2,9,3,5,1
gasoline_car,FI,58,female,6,paid_work,decile_6,5,2,4,7,5,4,5,4
electric_car,FI,43,male,5,paid_work,decile_4,5,2,2,7,3,2,5,4
gasoline_car,FI,64,female,5,paid_work,decile_6,5,2,3,9,9,4,6,3
bicycle,FI,64,female,4,paid_work,decile_8,3,2,3,6,10,1,5,5
gasoline_car,FI,45,male,4,paid_work,decile_10,5,1,2,3,3,4,5,3
bicycle,FI,73,male,4,retired,decile_4,5,3,4,8,2,2,3,4
gasoline_car,FI,63,female,4,paid_work,decile_5,5,2,3,8,3,4,4,2
gasoline_car,FI,55,male,6,paid_work,decile_8,5,1,3,6,2,3,3,4
walking,FI,37,male,7,paid_work,decile_10,5,1,4,7,7,5,6,1
electric_car,FI,52,female,6,paid_work,decile_9,5,1,3,7,5,6,6,2
bicycle,FI,63,female,5,education,decile_2,5,3,4,9,9,4,5,3
walking,FI,46,female,7,paid_work,decile_10,5,2,4,7,2,5,4,2
public_transport,FI,62,female,6,paid_work,decile_9,5,1,4,9,9,4,5,3
electric_car,FI,47,female,7,paid_work,decile_9,5,1,4,8,3,4,6,3
electric_car,FI,27,male,4,paid_work,decile_10,5,2,3,7,1,5,5,3
walking,FI,60,male,6,sick_disabled,decile_7,5,2,2,0,9,2,4,5
electric_car,FI,71,male,4,paid_work,decile_6,5,1,3,5,5,2,5,3
walking,FI,48,male,6,paid_work,decile_9,5,2,3,9,8,4,5,2
gasoline_car,FI,55,male,4,paid_work,decile_9,5,2,3,6,10,4,5,3
bicycle,FI,31,female,7,paid_work,decile_5,5,1,4,8,9,5,6,2
gasoline_car,FI,68,male,4,paid_work,decile_9,5,1,3,4,5,5,5,3
gasoline_car,FI,80,female,4,retired,decile_3,4,2,3,7,7,4,5,2
gasoline_car,FI,51,female,4,paid_work,decile_1,5,2,3,9,7,4,4,3
walking,FI,42,female,7,housework,decile_7,5,1,4,8,5,3,4,4
bicycle,FI,65,male,2,paid_work,decile_7,5,2,3,5,10,4,4,1
walking,FI,66,female,7,paid_work,decile_10,5,1,5,9,9,5,5,2
gasoline_car,FI,60,male,6,paid_work,decile_7,5,2,3,7,8,2,5,5
walking,FI,36,male,6,education,decile_7,5,2,3,6,10,3,5,3
gasoline_car,FI,55,male,5,paid_work,decile_10,5,2,2,9,5,4,5,4
walking,FI,75,male,6,retired,decile_6,5,2,4,10,4,5,6,3
bicycle,FI,37,female,7,housework,decile_9,5,2,4,6,9,5,5,1
gasoline_car,FI,59,female,5,paid_work,decile_9,5,2,3,9,6,5,5,2
walking,FI,80,male,4,retired,decile_2,5,2,4,9,8,4,3,4
electric_car,FI,24,male,4,education,decile_1,5,2,2,7,8,4,4,3
electric_car,FI,39,male,6,paid_work,decile_8,5,1,4,9,9,4,5,2
electric_car,FI,33,male,6,paid_work,decile_5,5,1,3,7,5,4,6,2
gasoline_car,FI,72,male,4,retired,decile_5,3,2,2,2,5,4,4,4
gasoline_car,FI,48,male,7,paid_work,decile_9,5,2,3,6,1,4,5,3
walking,FI,79,female,5,retired,decile_3,5,2,4,9,7,4,5,3
gasoline_car,FI,37,male,7,paid_work,decile_8,5,2,4,7,9,3,5,2
gasoline_car,FI,41,male,6,paid_work,decile_7,5,2,2,5,5,2,2,5
public_transport,FI,57,female,6,paid_work,decile_9,5,2,4,7,8,3,4,2
walking,FI,81,female,4,retired,decile_5,5,2,3,7,0,6,6,4
public_transport,FI,80,female,4,retired,decile_5,4,2,4,6,10,4,5,2
gasoline_car,FI,34,female,7,paid_work,decile_6,5,1,3,5,2,4,2,3
gasoline_car,FI,59,female,4,paid_work,decile_3,5,2,3,4,0,2,3,4
gasoline_car,FI,38,female,7,paid_work,decile_9,5,1,4,8,7,4,5,1
walking,FI,55,female,5,paid_work,decile_8,5,2,4,8,3,5,5,2
walking,FI,81,female,7,retired,decile_4,5,1,5,10,10,2,6,1
bicycle,FI,44,female,7,paid_work,decile_7,5,2,4,6,7,3,5,2
public_transport,FI,28,female,6,paid_work,decile_5,5,1,3,7,9,5,4,2
walking,FI,38,male,6,paid_work,decile_8,5,1,3,7,2,6,6,3
walking,FI,43,male,7,paid_work,decile_10,5,1,5,6,7,4,5,2
electric_car,FI,45,male,6,housework,decile_6,5,2,2,0,6,2,1,5
gasoline_car,FI,58,female,5,paid_work,decile_6,5,4,3,5,8,4,4,3
gasoline_car,FI,25,male,4,paid_work,decile_6,5,1,1,2,2,4,6,1
walking,FI,70,female,5,retired,decile_6,5,2,5,5,9,1,3,2
walking,FI,81,female,1,retired,decile_4,5,1,3,3,5,3,4,3
gasoline_car,FI,81,female,2,retired,decile_2,3,2,4,8,3,4,4,3
